id,timestamp,x_acel_l,y_acel_l,z_acel_l,x_gyro_l,y_gyro_l,z_gyro_l,x_mag_l,y_mag_l,z_mag_l,x_acel_r,y_acel_r,z_acel_r,x_gyro_r,y_gyro_r,z_gyro_r,x_mag_r,y_mag_r,z_mag_r
103,2024-12-01 20:04:20.658,-2.23,0.58,-0.43,-10.44,64.33,0.18,0.07,18.57,21.92,-1.47,0.0,-1.64,242.13,163.45,24.66,35.77,6.71,20.75
104,2024-12-01 20:04:20.967,-0.87,-0.06,-0.07,-42.48,-96.5,4.94,10.51,13.75,16.88,-0.31,0.44,-0.61,-122.74,-48.52,54.99,27.72,8.33,26.01
105,2024-12-01 20:04:21.173,-1.37,-0.12,0.71,-103.64,85.57,11.96,9.46,16.56,15.82,-0.52,-1.01,-0.65,59.39,-4.94,7.45,28.77,9.31,26.12
106,2024-12-01 20:04:21.685,-0.75,-0.05,-0.55,62.13,50.11,-54.75,1.0,16.82,22.46,-1.51,0.52,-0.33,169.37,212.22,-48.89,36.57,6.53,18.97
107,2024-12-01 20:04:21.792,-0.97,0.12,-0.26,26.37,-92.83,-6.9,4.17,14.56,21.07,-1.15,0.09,-0.17,-84.11,159.18,50.84,31.88,3.05,21.46
108,2024-12-01 20:04:22.098,-1.16,0.02,0.07,-12.88,-50.84,-2.5,10.99,12.46,16.31,-1.17,0.23,1.17,-142.33,0.49,-6.59,25.81,9.7,26.53
109,2024-12-01 20:04:22.304,-1.65,0.72,-1.55,-45.04,172.91,-96.2,7.18,16.1,17.71,-0.96,0.08,-0.32,8.0,-88.38,5.62,28.71,6.98,26.34
110,2024-12-01 20:04:22.815,-0.16,-0.17,-0.46,62.07,-9.95,20.26,-3.25,16.96,20.69,-1.43,-0.21,1.1,79.77,89.17,16.36,36.5,4.79,16.86
111,2024-12-01 20:04:22.921,-0.17,-0.45,-1.7,-71.66,-76.17,15.75,-1.9,15.37,18.38,-1.22,0.16,-0.44,-62.87,191.96,79.22,29.53,2.6,22.02
112,2024-12-01 20:04:23.127,-1.03,-0.09,0.11,-28.08,-73.06,12.27,5.03,12.26,17.14,-1.13,0.34,0.58,41.5,4.39,36.99,25.23,9.79,23.4
113,2024-12-01 20:04:23.439,-1.58,0.09,1.22,-142.82,235.23,26.5,5.04,17.11,15.87,-1.05,0.09,-0.46,22.34,-101.68,43.27,26.4,9.02,24.23
114,2024-12-01 20:04:23.745,-0.63,-0.07,-0.62,78.92,62.68,-56.4,-3.11,17.54,19.12,-1.23,0.05,-0.26,82.95,-96.44,5.13,35.47,9.48,17.66
115,2024-12-01 20:04:23.952,-0.38,-0.15,0.75,-105.59,-36.25,4.64,-3.12,18.64,19.36,-2.31,0.01,-0.95,47.61,157.59,117.49,33.68,5.62,19.23
116,2024-12-01 20:04:24.158,-0.93,0.24,-0.25,7.81,-132.02,37.48,6.31,14.94,18.75,-0.42,-0.01,-0.97,-120.85,68.91,33.57,28.15,6.42,24.98
117,2024-12-01 20:04:24.364,-1.23,-0.15,-0.02,-50.54,-3.05,16.36,12.07,15.09,14.56,-0.54,-0.32,3.13,220.64,-40.95,112.24,26.75,11.66,28.37
118,2024-12-01 20:04:24.676,-1.48,-0.57,-0.32,0.18,97.17,-62.13,1.87,21.08,19.42,-0.89,0.02,-0.16,-3.54,-118.71,0.61,33.94,10.68,24.01
119,2024-12-01 20:04:24.982,-0.85,-0.01,0.22,132.81,126.4,-53.9,0.11,19.02,24.34,-1.63,0.48,-0.32,133.12,203.86,-27.22,35.72,7.2,21.39
120,2024-12-01 20:04:25.188,-1.11,-0.22,-0.44,-22.83,-122.25,42.7,4.19,15.98,20.75,-0.56,-0.22,-0.71,-29.72,87.65,29.11,27.1,3.11,25.27
121,2024-12-01 20:04:25.394,-1.09,-0.02,-0.17,-34.06,-80.14,9.7,10.19,14.14,16.02,-0.91,0.34,0.05,-78.8,-8.0,-14.22,24.07,11.25,26.1
122,2024-12-01 20:04:25.606,-2.0,0.89,-1.71,166.93,132.57,-38.5,3.65,18.74,18.04,-1.06,0.0,-0.31,16.66,-97.6,-12.27,29.22,8.03,26.2
123,2024-12-01 20:04:26.012,-0.16,-0.34,-0.68,-39.0,-63.78,56.64,2.42,15.59,21.46,-1.52,0.19,-0.16,101.68,245.61,-31.31,36.8,6.79,19.56
124,2024-12-01 20:04:26.118,-0.36,0.92,-1.79,-57.07,-45.9,-32.5,2.94,14.54,20.13,-1.17,0.28,-0.37,-76.05,174.38,68.66,31.77,3.1,21.84
125,2024-12-01 20:04:26.424,-1.04,0.16,-0.07,0.55,-80.32,4.82,12.32,11.61,15.53,-0.82,1.53,1.84,-167.79,31.13,12.94,27.44,8.2,26.29
126,2024-12-01 20:04:26.635,-1.59,0.86,-1.5,-92.96,142.94,-96.5,6.97,16.41,18.52,-1.11,0.36,-0.3,37.96,-118.53,10.38,32.1,9.16,23.74
127,2024-12-01 20:04:26.941,-0.28,-0.2,-0.76,152.4,-14.4,-11.8,1.76,15.71,23.91,-1.45,-0.13,-0.02,53.59,6.47,-4.03,40.34,6.99,13.82
128,2024-12-01 20:04:27.148,-2.18,-0.11,3.31,182.62,-8.54,86.73,2.42,16.49,24.11,-1.43,0.0,-0.52,-56.09,173.22,70.5,36.23,3.06,22.13
129,2024-12-01 20:04:27.454,-0.83,-0.07,0.01,-51.45,-81.79,13.61,11.74,11.24,18.49,-1.97,0.48,1.67,41.56,157.71,-9.58,29.7,8.65,25.98
130,2024-12-01 20:04:27.664,-1.7,0.06,0.92,-108.22,122.62,-2.6,10.83,14.98,16.28,-1.04,0.34,-0.29,-32.71,-94.54,20.69,29.87,8.96,25.56
131,2024-12-01 20:04:27.970,-0.54,-0.06,-0.6,62.87,17.21,-23.68,1.94,15.04,23.9,-1.45,0.03,0.45,-44.74,-55.42,14.65,38.62,9.11,17.38
132,2024-12-01 20:04:28.180,-0.33,1.13,-2.12,18.86,77.33,20.14,3.45,17.75,23.72,-1.26,-0.12,-1.41,224.0,183.72,78.55,36.45,5.53,20.65
133,2024-12-01 20:04:28.486,-0.89,0.26,-0.06,8.54,-101.32,14.77,11.85,11.82,18.29,-0.55,0.5,-0.2,-101.68,-9.7,35.77,28.28,9.52,25.77
134,2024-12-01 20:04:28.697,-1.44,0.05,0.43,-101.93,18.92,4.33,12.73,14.37,14.95,-1.06,-0.33,-0.85,42.24,-49.32,2.44,26.62,10.79,26.75
135,2024-12-01 20:04:28.903,-0.78,0.05,-0.48,33.63,69.27,-48.83,-0.54,20.32,21.47,-0.64,0.02,0.11,3.11,-143.25,-20.81,34.95,9.67,22.69
136,2024-12-01 20:04:29.310,-0.63,-0.3,0.75,223.27,-38.45,23.25,-3.47,18.74,20.17,-1.39,0.22,-0.33,-40.59,190.98,79.53,27.87,4.04,19.93
137,2024-12-01 20:04:29.416,-1.02,0.04,-0.03,6.47,-114.75,26.37,2.77,14.78,14.73,-0.54,-0.16,-0.93,-155.46,35.28,32.65,27.47,6.05,19.82
138,2024-12-01 20:04:29.627,-1.29,-0.12,-0.09,-69.34,-11.6,12.51,8.47,11.19,7.21,-2.01,0.46,1.58,-4.64,71.66,2.14,37.65,9.07,23.63
