id,timestamp,x_acel_l,y_acel_l,z_acel_l,x_gyro_l,y_gyro_l,z_gyro_l,x_mag_l,y_mag_l,z_mag_l,x_acel_r,y_acel_r,z_acel_r,x_gyro_r,y_gyro_r,z_gyro_r,x_mag_r,y_mag_r,z_mag_r
38,2024-11-30 20:46:00.810,0.02,-1.0,0.05,2.01,-0.31,0.61,-23.01,-40.27,13.72,0.01,-1.01,-0.11,4.27,1.1,0.85,-3.91,-34.96,9.12
39,2024-11-30 20:46:01.017,0.02,-1.0,0.05,1.95,-0.24,0.61,-23.19,-39.98,13.15,0.01,-1.01,-0.1,4.21,0.92,0.73,-3.61,-34.29,8.22
40,2024-11-30 20:46:01.324,0.02,-1.0,0.05,1.95,-0.31,0.73,-22.84,-39.9,13.35,0.01,-1.01,-0.1,4.15,1.22,0.79,-3.99,-34.91,9.07
41,2024-11-30 20:46:01.530,0.02,-1.0,0.05,1.89,-0.18,0.61,-23.14,-40.7,13.64,0.01,-1.01,-0.1,4.15,1.1,0.67,-3.65,-34.81,9.9
42,2024-11-30 20:46:01.852,0.02,-1.0,0.05,1.95,-0.31,0.73,-22.89,-40.09,13.88,0.01,-1.01,-0.1,4.15,1.04,0.92,-3.71,-34.46,8.36
43,2024-11-30 20:46:02.059,0.02,-1.0,0.05,1.77,-0.18,0.67,-22.75,-40.64,13.95,0.01,-1.01,-0.1,4.27,1.04,0.61,-4.3,-34.45,8.65
44,2024-11-30 20:46:02.266,0.02,-1.0,0.05,1.95,-0.31,0.55,-22.9,-41.13,13.84,0.01,-1.01,-0.11,4.21,1.1,0.79,-2.97,-34.45,9.73
45,2024-11-30 20:46:02.572,0.02,-1.0,0.05,2.14,-0.24,0.73,-23.06,-40.8,12.93,0.01,-1.01,-0.11,4.27,0.98,0.73,-4.21,-34.58,10.25
46,2024-11-30 20:46:02.778,0.02,-1.0,0.05,1.89,-0.24,0.61,-23.12,-40.28,13.93,0.01,-1.01,-0.11,4.15,1.22,0.73,-3.6,-33.96,9.5
47,2024-11-30 20:46:02.993,0.02,-1.0,0.05,2.01,-0.12,0.61,-23.14,-40.5,13.77,0.01,-1.01,-0.11,4.33,0.98,0.79,-4.13,-34.18,8.97
48,2024-11-30 20:46:03.300,0.02,-1.0,0.05,1.95,-0.24,0.61,-23.36,-40.37,14.07,0.01,-1.01,-0.11,4.15,1.04,0.92,-4.27,-34.17,9.4
49,2024-11-30 20:46:03.506,0.02,-1.0,0.05,2.26,-0.24,0.55,-23.05,-40.67,12.46,0.01,-1.01,-0.11,4.03,1.1,0.85,-3.99,-34.23,8.24
50,2024-11-30 20:46:03.813,0.02,-1.0,0.05,2.14,-0.24,0.79,-22.74,-40.48,13.42,0.01,-1.01,-0.11,4.33,0.92,0.85,-3.85,-34.0,8.81
51,2024-11-30 20:46:04.028,0.02,-1.0,0.05,2.08,-0.12,0.67,-23.25,-40.47,13.07,0.01,-1.01,-0.11,4.15,1.22,0.92,-3.74,-34.56,9.25
52,2024-11-30 20:46:04.334,0.02,-1.0,0.05,1.95,-0.18,0.67,-23.1,-40.43,13.23,0.01,-1.01,-0.11,4.27,1.1,0.73,-3.26,-34.31,9.16
53,2024-11-30 20:46:04.540,0.02,-1.0,0.05,2.14,-0.06,0.55,-23.03,-40.32,13.56,0.01,-1.01,-0.11,4.33,1.04,0.92,-3.99,-34.01,9.55
54,2024-11-30 20:46:04.847,0.02,-1.0,0.05,2.2,-0.06,0.61,-23.34,-40.39,13.83,0.01,-1.01,-0.11,3.97,1.1,0.61,-3.64,-34.22,8.42
55,2024-11-30 20:46:05.065,0.02,-1.0,0.05,2.08,-0.24,0.79,-23.18,-40.55,14.78,0.01,-1.01,-0.11,4.15,1.04,0.67,-4.05,-34.31,9.31
56,2024-11-30 20:46:05.273,0.02,-1.0,0.05,2.08,0.0,0.61,-22.68,-40.75,12.76,0.01,-1.01,-0.11,4.21,0.98,0.85,-4.17,-34.36,8.67
57,2024-11-30 20:46:05.580,0.02,-1.01,0.05,1.95,-0.31,0.73,-23.0,-40.15,13.56,0.01,-1.01,-0.1,4.15,1.16,0.67,-3.88,-34.73,8.8
58,2024-11-30 20:46:05.786,0.02,-1.0,0.05,2.26,-0.12,0.55,-22.6,-40.32,12.54,0.01,-1.01,-0.1,4.21,1.04,0.79,-3.6,-34.14,8.62
59,2024-11-30 20:46:06.003,0.02,-1.0,0.05,2.01,-0.12,0.61,-22.74,-40.66,13.11,0.01,-1.01,-0.11,4.21,1.22,0.98,-3.87,-34.72,8.94
60,2024-11-30 20:46:06.309,0.02,-1.0,0.05,2.01,-0.24,0.61,-23.52,-40.28,13.09,0.01,-1.01,-0.11,4.27,0.98,0.98,-3.64,-34.67,9.36
61,2024-11-30 20:46:06.516,0.02,-1.0,0.05,1.95,-0.24,0.67,-23.29,-39.9,12.44,0.01,-1.01,-0.11,4.27,1.04,0.92,-3.61,-34.41,9.67
62,2024-11-30 20:46:06.822,0.03,-1.0,0.05,2.2,-0.31,0.73,-23.27,-39.94,14.16,0.01,-1.01,-0.1,4.21,1.1,0.79,-3.76,-34.44,10.07
63,2024-11-30 20:46:07.046,0.02,-1.0,0.05,2.2,-0.18,0.73,-23.6,-40.43,13.09,0.01,-1.01,-0.11,4.09,1.04,0.79,-3.59,-34.67,8.42
64,2024-11-30 20:46:07.252,0.02,-1.0,0.05,1.83,-0.24,0.61,-22.22,-40.08,13.95,0.01,-1.01,-0.11,4.21,0.98,0.92,-4.24,-34.39,9.66
65,2024-11-30 20:46:07.562,0.02,-1.0,0.05,1.83,-0.37,0.73,-22.67,-40.65,13.05,0.01,-1.01,-0.11,4.09,0.98,0.79,-4.2,-34.5,8.58
66,2024-11-30 20:46:07.768,0.02,-1.0,0.05,2.01,-0.12,0.67,-22.74,-40.03,12.93,0.01,-1.01,-0.1,4.27,1.22,0.85,-4.3,-35.11,9.83
67,2024-11-30 20:46:07.974,0.02,-1.0,0.05,2.14,-0.18,0.67,-22.97,-40.15,13.45,0.01,-1.01,-0.1,4.03,1.22,0.73,-4.22,-34.63,9.36
68,2024-11-30 20:46:08.290,0.02,-1.0,0.05,2.08,-0.12,0.61,-23.14,-40.39,12.41,0.01,-1.01,-0.11,4.33,1.16,0.85,-3.66,-34.28,9.74
69,2024-11-30 20:46:08.596,0.02,-1.0,0.05,1.95,-0.18,0.79,-23.25,-39.97,13.05,0.01,-1.01,-0.1,4.33,1.16,0.67,-4.48,-35.13,9.31
70,2024-11-30 20:46:08.802,0.02,-1.0,0.05,2.2,-0.18,0.55,-23.14,-40.1,12.87,0.01,-1.01,-0.11,4.09,1.04,0.73,-4.14,-34.95,9.78
71,2024-11-30 20:46:09.009,0.02,-1.0,0.05,2.26,-0.37,0.79,-23.22,-40.25,14.15,0.01,-1.01,-0.1,4.33,1.1,0.85,-4.09,-35.02,10.22
72,2024-11-30 20:46:09.324,0.02,-1.0,0.05,2.01,-0.24,0.67,-23.54,-40.15,12.88,0.01,-1.01,-0.1,4.27,1.22,0.79,-4.08,-34.69,10.22
73,2024-11-30 20:46:09.531,0.02,-1.0,0.05,2.08,-0.18,0.73,-23.44,-39.95,12.78,0.01,-1.01,-0.1,4.27,0.98,0.79,-3.92,-34.33,9.41
74,2024-11-30 20:46:09.838,0.02,-1.0,0.05,2.01,-0.24,0.49,-22.91,-40.75,13.33,0.01,-1.01,-0.1,4.21,1.04,0.85,-3.74,-34.53,9.89
75,2024-11-30 20:46:10.044,0.02,-1.0,0.05,2.01,-0.18,0.67,-23.24,-40.23,13.49,0.01,-1.01,-0.1,4.27,1.1,0.92,-4.36,-35.13,9.19
76,2024-11-30 20:46:10.259,0.02,-1.0,0.05,1.89,-0.18,0.67,-23.93,-40.59,12.76,0.01,-1.01,-0.11,4.27,1.22,0.73,-3.47,-34.3,8.87
77,2024-11-30 20:46:10.566,0.02,-1.0,0.05,2.01,-0.12,0.61,-23.27,-40.43,13.09,0.01,-1.01,-0.1,4.21,1.04,0.79,-4.54,-34.88,8.98
78,2024-11-30 20:46:10.773,0.02,-1.0,0.05,2.08,-0.43,0.73,-23.06,-40.27,11.71,0.01,-1.01,-0.1,4.27,1.04,0.85,-4.24,-34.83,8.95
79,2024-11-30 20:46:11.079,0.02,-1.0,0.05,1.89,-0.24,0.55,-22.9,-40.19,13.02,0.01,-1.01,-0.1,4.27,1.1,0.85,-3.97,-34.46,8.9
80,2024-11-30 20:46:11.295,0.02,-1.0,0.05,2.08,-0.31,0.55,-22.91,-40.23,13.48,0.01,-1.01,-0.11,4.33,1.22,0.85,-3.34,-34.3,10.22
81,2024-11-30 20:46:11.601,0.02,-1.0,0.05,1.95,-0.12,0.67,-22.97,-40.21,13.98,0.01,-1.01,-0.11,4.03,1.04,0.85,-4.27,-34.4,8.94
82,2024-11-30 20:46:11.808,0.02,-1.0,0.05,2.08,-0.12,0.79,-23.52,-40.59,12.83,0.01,-1.01,-0.11,4.15,1.22,0.85,-3.59,-33.95,10.0
83,2024-11-30 20:46:12.014,0.02,-1.0,0.05,2.14,-0.24,0.67,-23.3,-40.01,13.18,0.01,-1.01,-0.11,4.27,1.22,0.92,-3.86,-34.05,8.78
84,2024-11-30 20:46:12.235,0.02,-1.0,0.05,2.01,-0.37,0.73,-23.65,-40.64,13.0,0.01,-1.01,-0.11,4.39,1.1,0.79,-3.59,-34.4,8.89
85,2024-11-30 20:46:12.541,0.02,-1.0,0.05,1.83,-0.31,0.73,-23.62,-40.3,13.5,0.01,-1.01,-0.1,4.39,1.22,0.92,-3.99,-34.41,9.83
86,2024-11-30 20:46:12.747,0.03,-1.0,0.05,2.2,-0.31,0.61,-24.19,-40.12,12.87,0.01,-1.01,-0.11,4.03,0.98,0.67,-4.22,-34.11,9.24
87,2024-11-30 20:46:13.054,0.02,-1.0,0.05,1.89,-0.31,0.55,-23.71,-40.12,12.73,0.01,-1.01,-0.1,4.33,1.16,0.79,-3.91,-34.42,8.59
88,2024-11-30 20:46:13.269,0.02,-1.0,0.05,2.26,-0.24,0.61,-23.03,-39.78,13.37,0.01,-1.01,-0.11,4.21,1.1,0.73,-4.02,-34.01,8.85
89,2024-11-30 20:46:13.576,0.02,-1.0,0.05,1.89,-0.12,0.49,-23.05,-40.04,14.17,0.01,-1.01,-0.11,4.09,1.22,0.85,-4.06,-33.92,9.02
90,2024-11-30 20:46:13.782,0.02,-1.0,0.05,2.01,-0.12,0.55,-23.61,-39.86,13.49,0.01,-1.01,-0.1,4.21,1.04,0.79,-3.71,-33.37,9.06
91,2024-11-30 20:46:14.089,0.02,-1.0,0.05,1.95,-0.18,0.61,-23.12,-40.86,14.2,0.01,-1.01,-0.11,4.21,1.16,0.79,-3.54,-34.16,8.3
92,2024-11-30 20:46:14.310,0.03,-1.0,0.05,1.95,-0.37,0.67,-23.51,-40.26,14.03,0.01,-1.01,-0.11,4.27,0.98,0.79,-4.43,-33.94,9.56
93,2024-11-30 20:46:14.518,0.03,-1.0,0.05,1.95,0.06,0.61,-23.27,-40.69,14.15,0.01,-1.01,-0.11,4.15,0.98,0.73,-4.17,-33.63,9.44
94,2024-11-30 20:46:14.824,0.03,-1.0,0.05,1.95,-0.31,0.67,-22.67,-40.75,13.79,0.01,-1.01,-0.11,4.27,1.28,0.73,-3.75,-33.94,8.68
95,2024-11-30 20:46:15.030,0.02,-1.0,0.05,2.01,-0.24,0.61,-23.45,-40.12,13.76,0.01,-1.01,-0.11,4.21,1.16,0.79,-4.26,-34.35,9.45
96,2024-11-30 20:46:15.346,0.02,-1.0,0.05,1.95,-0.31,0.55,-23.84,-40.88,13.17,0.01,-1.01,-0.11,4.09,1.16,0.92,-3.56,-34.45,8.74
97,2024-11-30 20:46:15.553,0.02,-1.0,0.05,2.14,-0.12,0.61,-23.72,-40.22,13.15,0.01,-1.01,-0.11,4.21,1.04,0.73,-3.6,-34.14,9.52
98,2024-11-30 20:46:15.759,0.02,-1.0,0.05,2.08,-0.31,0.49,-23.67,-40.1,14.09,0.01,-1.01,-0.11,4.39,0.98,0.79,-3.41,-34.47,9.34
99,2024-11-30 20:46:16.065,0.02,-1.0,0.05,2.01,-0.24,0.55,-23.03,-40.59,14.09,0.01,-1.01,-0.1,4.09,1.04,0.73,-4.1,-34.29,8.74
100,2024-11-30 20:46:16.271,0.02,-1.0,0.05,2.08,-0.31,0.61,-23.14,-40.86,13.45,0.01,-1.01,-0.11,4.21,1.1,0.79,-4.21,-34.66,9.83
101,2024-11-30 20:46:16.586,0.02,-1.0,0.05,1.89,-0.24,0.61,-23.03,-40.27,13.56,0.01,-1.01,-0.1,4.09,1.16,0.85,-3.83,-34.56,8.83
102,2024-11-30 20:46:16.793,0.02,-1.0,0.05,1.83,-0.24,0.67,-23.47,-40.47,12.11,0.01,-1.01,-0.11,4.33,1.28,0.79,-4.06,-34.55,9.5
103,2024-11-30 20:46:17.099,0.02,-1.0,0.05,1.89,-0.18,0.61,-23.28,-40.49,12.46,0.01,-1.01,-0.11,3.97,1.16,0.92,-4.22,-34.59,8.56
104,2024-11-30 20:46:17.308,0.02,-1.0,0.05,2.08,-0.18,0.67,-23.46,-40.1,14.43,0.01,-1.01,-0.1,4.21,1.04,0.79,-4.3,-34.56,8.98
105,2024-11-30 20:46:17.527,0.02,-1.0,0.05,2.01,-0.37,0.61,-23.3,-40.16,13.34,0.01,-1.01,-0.11,4.27,1.1,0.73,-3.89,-34.02,9.23
106,2024-11-30 20:46:17.833,0.02,-1.0,0.05,1.89,-0.12,0.55,-23.75,-40.76,12.88,0.01,-1.01,-0.11,4.39,0.98,0.79,-3.88,-34.55,9.48
107,2024-11-30 20:46:18.041,0.02,-1.0,0.05,2.14,-0.18,0.43,-23.89,-40.52,13.0,0.01,-1.01,-0.1,4.33,1.1,0.67,-3.69,-34.27,9.42
108,2024-11-30 20:46:18.350,0.02,-1.0,0.05,1.89,-0.18,0.67,-23.97,-40.83,13.46,0.01,-1.01,-0.11,4.33,1.16,0.67,-3.5,-34.46,9.25
109,2024-11-30 20:46:18.565,0.03,-1.01,0.05,2.2,-0.24,0.55,-24.0,-40.86,14.0,0.01,-1.01,-0.1,4.27,0.92,0.85,-4.06,-34.39,9.73
110,2024-11-30 20:46:18.771,0.02,-1.0,0.05,2.01,-0.24,0.79,-24.0,-40.25,13.23,0.01,-1.01,-0.11,4.27,0.92,0.79,-3.6,-34.29,9.12
111,2024-11-30 20:46:19.077,0.02,-1.0,0.05,2.26,-0.37,0.55,-23.84,-40.77,13.81,0.01,-1.01,-0.1,4.15,1.22,0.73,-3.92,-34.22,9.03
112,2024-11-30 20:46:19.284,0.02,-1.0,0.05,2.14,-0.31,0.73,-23.32,-40.98,13.9,0.01,-1.01,-0.11,4.15,1.16,0.79,-3.74,-34.34,9.06
113,2024-11-30 20:46:19.600,0.03,-1.0,0.05,2.08,-0.37,0.61,-23.82,-40.77,13.61,0.01,-1.01,-0.1,4.03,1.1,0.79,-4.03,-34.07,9.59
114,2024-11-30 20:46:19.806,0.02,-1.0,0.05,1.95,-0.31,0.73,-23.44,-40.76,13.73,0.01,-1.01,-0.11,4.21,1.04,0.67,-4.13,-33.91,10.16
115,2024-11-30 20:46:20.113,0.02,-1.0,0.05,2.14,-0.37,0.73,-23.07,-40.41,13.9,0.01,-1.01,-0.11,4.27,1.22,0.79,-4.13,-34.57,9.12
116,2024-11-30 20:46:20.319,0.03,-1.0,0.05,2.01,-0.31,0.55,-23.41,-40.66,13.67,0.01,-1.01,-0.11,4.15,1.16,0.85,-3.89,-34.46,10.07
117,2024-11-30 20:46:20.534,0.02,-1.0,0.05,2.01,-0.18,0.55,-23.45,-41.03,13.54,0.01,-1.01,-0.1,4.03,1.16,0.79,-3.76,-33.91,10.05
118,2024-11-30 20:46:20.842,0.02,-1.0,0.05,2.14,0.12,0.43,-23.4,-40.32,12.65,0.01,-1.01,-0.11,4.15,1.1,0.79,-4.33,-34.55,9.46
119,2024-11-30 20:46:21.048,0.02,-1.0,0.05,2.01,-0.06,0.55,-23.54,-40.26,13.93,0.01,-1.01,-0.1,4.27,1.16,0.79,-4.2,-34.25,8.59
120,2024-11-30 20:46:21.354,0.02,-1.0,0.05,1.89,-0.31,0.55,-23.11,-40.6,13.56,0.01,-1.01,-0.11,4.09,0.98,0.92,-3.52,-34.22,9.56
121,2024-11-30 20:46:21.570,0.02,-1.0,0.05,1.77,-0.12,0.67,-23.14,-40.77,13.01,0.01,-1.01,-0.11,4.27,1.04,0.85,-3.89,-34.33,9.56
122,2024-11-30 20:46:21.776,0.03,-1.0,0.05,2.14,-0.18,0.49,-23.11,-40.78,12.71,0.01,-1.01,-0.11,4.33,1.1,0.79,-3.86,-35.05,9.28
123,2024-11-30 20:46:22.083,0.02,-1.0,0.05,1.95,-0.31,0.61,-23.62,-40.43,12.93,0.01,-1.01,-0.11,4.15,1.22,0.79,-4.24,-34.38,8.08
124,2024-11-30 20:46:22.289,0.03,-1.0,0.05,1.83,-0.31,0.73,-22.97,-40.89,13.56,0.01,-1.01,-0.11,4.27,1.16,0.85,-4.0,-34.25,8.57
125,2024-11-30 20:46:22.611,0.02,-1.0,0.05,1.83,-0.24,0.79,-23.77,-40.58,13.82,0.01,-1.01,-0.1,4.21,1.04,0.92,-4.24,-34.5,9.78
126,2024-11-30 20:46:22.817,0.02,-1.0,0.05,2.08,-0.31,0.49,-23.71,-40.88,12.73,0.01,-1.01,-0.11,4.33,1.1,0.79,-4.17,-34.63,9.05
127,2024-11-30 20:46:23.124,0.02,-1.0,0.05,1.83,-0.37,0.79,-23.14,-40.43,12.76,0.01,-1.01,-0.1,4.09,1.16,0.79,-4.32,-34.17,10.21
128,2024-11-30 20:46:23.330,0.03,-1.01,0.05,1.71,-0.18,0.79,-23.32,-41.11,13.49,0.01,-1.01,-0.11,4.39,1.16,0.61,-3.72,-34.3,9.8
129,2024-11-30 20:46:23.536,0.02,-1.0,0.05,2.01,-0.24,0.49,-23.46,-40.53,14.27,0.01,-1.01,-0.1,4.09,1.04,0.73,-3.83,-34.41,10.39
130,2024-11-30 20:46:23.851,0.02,-1.0,0.05,2.08,-0.24,0.61,-23.14,-40.93,13.7,0.01,-1.01,-0.1,4.21,0.92,0.79,-4.03,-35.01,9.67
131,2024-11-30 20:46:24.058,0.02,-1.0,0.05,2.08,-0.12,0.73,-23.29,-41.03,13.73,0.01,-1.01,-0.11,4.21,1.16,0.73,-3.7,-34.69,9.47
132,2024-11-30 20:46:24.364,0.02,-1.0,0.05,2.14,-0.24,0.67,-23.23,-41.06,13.71,0.01,-1.01,-0.11,4.27,1.16,0.79,-3.96,-34.96,9.18
133,2024-11-30 20:46:24.570,0.02,-1.0,0.05,1.95,-0.31,0.61,-23.65,-41.03,12.61,0.01,-1.01,-0.11,4.03,1.1,0.79,-3.94,-34.92,9.94
134,2024-11-30 20:46:24.785,0.02,-1.0,0.05,1.77,-0.31,0.61,-23.43,-40.76,13.75,0.01,-1.01,-0.1,4.15,0.98,0.79,-3.78,-34.07,9.68
135,2024-11-30 20:46:25.091,0.02,-1.0,0.05,2.08,-0.24,0.61,-23.77,-40.92,13.09,0.01,-1.01,-0.1,4.27,1.04,0.73,-4.11,-34.62,10.11
136,2024-11-30 20:46:25.298,0.02,-1.0,0.05,2.08,-0.43,0.55,-23.66,-40.71,12.99,0.01,-1.01,-0.11,4.21,1.34,0.92,-3.91,-35.03,10.49
137,2024-11-30 20:46:25.604,0.03,-1.0,0.05,2.08,-0.43,0.61,-23.74,-41.22,12.99,0.01,-1.01,-0.1,4.09,1.16,0.92,-4.11,-34.45,9.67
138,2024-11-30 20:46:25.821,0.02,-1.0,0.05,1.89,-0.24,0.55,-23.21,-40.92,13.53,0.01,-1.01,-0.1,4.27,1.04,0.85,-3.88,-34.9,10.4
139,2024-11-30 20:46:26.027,0.02,-1.0,0.05,2.14,-0.24,0.61,-23.89,-41.08,14.09,0.01,-1.01,-0.1,4.46,1.1,0.85,-4.38,-34.35,9.34
140,2024-11-30 20:46:26.344,0.03,-1.0,0.05,2.01,-0.18,0.73,-23.58,-40.72,12.98,0.01,-1.01,-0.1,4.33,1.22,0.79,-3.69,-34.86,10.11
141,2024-11-30 20:46:26.550,0.02,-1.0,0.05,2.2,-0.24,0.61,-23.44,-41.09,13.11,0.01,-1.01,-0.11,4.21,1.22,0.92,-3.85,-34.62,8.89
