Timestamp,xAcel_L,yAcel_L,zAcel_L,xGyro_L,yGyro_L,zGyro_L,xMag_L,yMag_L,zMag_L,xAcel_R,yAcel_R,zAcel_R,xGyro_R,yGyro_R,zGyro_R,xMag_R,yMag_R,zMag_R
2024-11-20 12:31:28.088,-0.05,-0.31,-0.97,2.20,-0.06,0.92,35.11,-14.33,-44.96,0.00,-0.82,0.57,5.31,1.53,0.98,31.31,-34.08,34.36
2024-11-20 12:31:28.299,-0.05,-0.31,-0.97,3.30,-0.06,0.98,34.81,-14.50,-44.45,0.00,-0.83,0.56,5.37,1.40,1.10,30.63,-34.31,33.20
2024-11-20 12:31:28.605,-0.05,-0.31,-0.97,2.14,0.00,0.92,34.63,-14.18,-44.70,0.00,-0.83,0.56,5.43,1.53,0.98,31.42,-34.16,32.65
2024-11-20 12:31:28.811,-0.05,-0.31,-0.97,2.50,0.06,0.85,34.41,-14.64,-44.27,0.00,-0.83,0.56,5.43,1.59,1.16,31.08,-34.30,33.37
2024-11-20 12:31:29.116,-0.05,-0.31,-0.97,2.08,0.00,0.92,34.56,-14.21,-43.54,0.00,-0.83,0.56,5.43,1.59,1.04,30.80,-33.61,33.13
2024-11-20 12:31:29.326,-0.05,-0.31,-0.97,2.56,-0.12,1.04,34.79,-14.58,-44.07,0.00,-0.83,0.56,5.43,1.59,0.98,31.18,-34.35,32.53
2024-11-20 12:31:29.533,-0.05,-0.31,-0.97,2.50,0.24,0.98,34.75,-14.32,-44.89,0.00,-0.83,0.56,5.55,1.53,1.16,30.92,-34.03,33.07
2024-11-20 12:31:29.839,-0.05,-0.31,-0.97,2.50,0.06,0.92,34.59,-14.09,-43.82,0.00,-0.83,0.56,5.37,1.46,1.04,31.16,-34.16,33.56
2024-11-20 12:31:30.145,-0.05,-0.31,-0.97,2.50,0.24,0.98,34.59,-14.26,-44.17,0.00,-0.83,0.56,5.13,1.53,1.10,30.92,-34.00,32.35
2024-11-20 12:31:30.354,-0.05,-0.31,-0.97,2.32,0.12,0.92,34.23,-14.14,-43.57,0.00,-0.83,0.56,5.25,1.65,1.10,30.93,-33.89,32.31
2024-11-20 12:31:30.559,-0.05,-0.31,-0.97,2.38,0.24,0.92,34.35,-14.29,-44.63,0.00,-0.83,0.56,5.49,1.53,1.04,30.88,-34.47,33.01
2024-11-20 12:31:30.865,-0.05,-0.31,-0.97,2.32,0.00,0.85,34.06,-14.29,-43.90,0.00,-0.83,0.56,5.31,1.65,0.98,30.88,-33.98,32.92
2024-11-20 12:31:31.071,-0.05,-0.31,-0.97,2.44,0.12,0.79,34.40,-14.55,-44.79,0.00,-0.83,0.56,5.37,1.53,0.92,31.07,-34.48,33.33
2024-11-20 12:31:31.281,-0.05,-0.31,-0.97,2.32,0.00,0.85,34.55,-14.53,-43.96,0.00,-0.83,0.56,5.43,1.53,1.10,31.81,-34.22,32.84
2024-11-20 12:31:31.589,-0.05,-0.31,-0.97,2.87,-0.06,0.92,34.51,-14.14,-43.48,0.00,-0.83,0.56,5.55,1.59,0.92,31.03,-34.13,33.80
