Timestamp,xAcel_L,yAcel_L,zAcel_L,xGyro_L,yGyro_L,zGyro_L,xMag_L,yMag_L,zMag_L,azimuth_L,xAcel_R,yAcel_R,zAcel_R,xGyro_R,yGyro_R,zGyro_R,xMag_R,yMag_R,zMag_R,azimuth_R
2024-11-10 20:54:15,0.18,0.66,-2.93,293.03,-83.98,-10.1,57.39,-39.21,14.06,326,-3.06,0.71,3.90,76.48,8.48,77.58,25.16,1.75,4.54,3
2024-11-10 20:54:16,-1.64,-0.35,0.93,-3.05,-97.60,-5.86,50.88,-37.15,9.48,324,-1.49,-0.03,-0.31,110.66,119.93,-32.65,27.10,3.45,4.05,7
2024-11-10 20:54:17,-1.22,-0.08,0.08,-51.70,-50.54,50.23,42.49,-39.87,-4.11,317,-0.79,-0.13,-0.15,34.24,-100.59,-0.98,24.66,1.15,4.98,2
2024-11-10 20:54:18,-0.05,-0.27,-0.53,-69.70,-97.78,12.76,40.45,-29.28,-0.05,325,-0.42,-0.04,0.90,-111.27,45.78,39.12,25.06,1.32,8.89,3
2024-11-10 20:54:19,-0.47,0.06,-0.32,-38.82,76.42,-35.10,46.00,-35.57,10.50,323,-1.64,0.20,-0.73,-82.15,181.95,-98.69,29.30,1.37,7.29,2
2024-11-10 20:54:20,-1.58,-0.75,0.15,156.68,176.76,-90.0,40.84,-53.25,7.18,308,-0.59,-0.15,-0.00,76.97,-97.96,9.83,24.58,-0.81,2.32,359
2024-11-10 20:54:21,-0.54,1.06,-1.62,655.46,-170.41,90.7,62.15,-49.01,0.92,322,-0.31,0.49,-0.20,-170.47,-16.11,17.76,25.65,-1.31,5.51,358
2024-11-10 20:54:22,-0.29,0.39,0.38,-14.16,-66.41,-36.3,53.76,-39.09,5.32,324,-1.29,0.33,0.19,175.78,136.23,-30.88,28.61,2.00,0.96,4
2024-11-10 20:54:23,-1.07,-0.25,-0.08,-84.05,-57.92,21.36,47.75,-45.48,-6.36,317,-0.85,-0.28,-0.16,4.88,-122.13,3.91,25.15,0.33,1.33,0
2024-11-10 20:54:24,-0.07,-0.25,-0.74,-50.48,-97.72,31.56,48.56,-37.04,0.10,323,-0.58,0.25,-0.19,-122.68,-28.93,21.67,24.26,2.17,3.70,5
2024-11-10 20:54:25,-0.69,-0.05,-0.41,-6.71,78.55,-90.33,50.39,-31.34,7.87,329,-1.47,-0.17,-0.26,-32.41,103.88,-80.14,25.07,3.10,3.14,7
2024-11-10 20:54:26,-1.82,-0.23,-0.28,-25.15,217.90,-116.,57.45,-48.83,14.15,320,-0.73,0.11,-0.52,104.06,-96.50,11.05,25.05,1.23,5.03,2
2024-11-10 20:54:27,-0.17,0.86,-2.66,363.34,-156.01,-47.,59.46,-33.03,18.92,331,-0.64,0.41,-0.79,-50.90,-39.55,16.60,24.29,-1.10,9.09,358
2024-11-10 20:54:28,-0.88,0.58,0.80,-1.28,-54.50,-25.76,50.67,-29.70,19.75,330,-1.14,0.06,-0.22,-83.37,119.14,-31.43,29.44,1.90,8.84,3
2024-11-10 20:54:29,-1.12,0.27,0.13,-27.47,-32.96,13.12,55.38,-34.23,8.41,329,-1.27,0.21,-0.30,-64.70,-70.01,-53.28,25.96,3.34,16.05,7
2024-11-10 20:54:30,-0.15,-0.09,-0.56,103.58,7.39,-2.26,48.69,-25.51,16.15,333,-0.51,0.61,-0.46,-109.68,-41.32,22.40,19.73,9.02,20.15,24
2024-11-10 20:54:31,-0.88,-0.07,-0.31,-19.17,139.89,-145.,49.90,-24.85,24.28,334,-1.79,0.01,0.54,18.43,54.44,-5.37,29.30,11.94,14.47,22
2024-11-10 20:54:32,-1.26,0.52,-0.21,-16.54,247.13,25.02,55.66,-31.34,9.74,331,-0.86,0.11,-0.18,-50.29,-87.40,-41.63,20.41,12.33,22.02,31
2024-11-10 20:54:33,-0.27,0.52,-0.53,82.09,-11.78,17.46,44.36,-13.81,21.92,343,-0.32,0.09,-0.61,-13.67,43.95,79.59,17.59,11.25,23.11,32
2024-11-10 20:54:34,-1.57,0.05,-0.02,-4.94,-30.46,40.16,43.54,-23.78,8.64,337,-1.53,-0.08,-0.10,18.13,-20.51,-5.31,29.53,12.61,14.89,23
2024-11-10 20:54:35,-0.89,-0.21,0.09,-70.50,-87.59,28.99,43.09,-20.91,11.19,335,-1.04,0.10,0.43,-35.52,-167.30,52.49,17.59,16.27,21.75,42
2024-11-10 20:54:36,-0.49,0.18,-0.45,5.31,57.50,-133.67,41.72,-17.20,21.40,338,-0.15,0.28,-0.87,-134.70,-0.67,35.46,15.78,15.69,21.06,44
2024-11-10 20:54:37,-1.88,-0.92,-0.29,-52.31,163.51,-95.7,46.26,-29.96,21.09,328,-1.59,-0.08,0.50,62.01,112.73,37.66,29.32,15.82,15.22,28
2024-11-10 20:54:38,-1.68,0.06,0.59,-60.30,223.94,31.19,46.36,-34.11,7.89,324,-0.64,0.01,-0.22,-64.03,-108.95,-26.25,23.16,16.26,20.92,35
2024-11-10 20:54:39,-0.56,-0.02,0.21,-31.98,-137.27,9.95,40.45,-17.53,18.84,337,-0.08,0.02,-0.72,-126.16,-0.92,62.87,16.72,11.87,22.56,35
2024-11-10 20:54:40,0.01,-0.39,-0.71,98.21,-21.61,-9.09,42.05,-15.30,17.96,341,-1.66,0.06,0.47,33.57,23.19,3.30,29.74,13.57,15.08,24
2024-11-10 20:54:41,-0.62,-0.07,-0.05,-31.01,-105.35,45.2,44.97,-19.59,17.31,337,-1.39,0.18,-0.30,25.88,-132.08,36.56,20.72,14.22,22.06,34
2024-11-10 20:54:42,-1.59,0.53,-0.26,-21.67,-133.42,40.6,45.85,-18.65,23.51,338,-0.04,0.14,-0.65,-84.53,8.67,58.35,17.36,12.16,23.12,35
2024-11-10 20:54:43,-1.17,-0.73,0.03,219.85,177.73,-61.8,41.86,-32.20,10.19,323,-1.63,0.19,0.30,21.24,0.06,-3.11,30.13,15.01,14.15,26
2024-11-10 20:54:44,-1.76,0.11,0.22,-31.43,-17.03,54.02,52.05,-32.46,7.62,329,-1.22,0.22,-0.33,-13.24,-109.56,9.83,20.37,13.72,22.38,33
2024-11-10 20:54:45,-2.39,-0.21,1.80,-158.75,62.07,-75.4,43.73,-17.69,18.47,338,-0.12,0.01,-0.79,-124.94,2.62,44.37,17.91,9.97,22.02,29
