Timestamp,xAcel_L,yAcel_L,zAcel_L,xGyro_L,yGyro_L,zGyro_L,xMag_L,yMag_L,zMag_L,azimuth_L,xAcel_R,yAcel_R,zAcel_R,xGyro_R,yGyro_R,zGyro_R,xMag_R,yMag_R,zMag_R,azimuth_R
2024-11-10 20:50:53,-0.86,-0.53,1.29,-96.68,27.47,132.69,31.05,-33.33,-11.30,338,-1.43,-0.10,0.45,86.55,81.97,15.32,14.76,22.88,-9.83,57
2024-11-10 20:50:54,-1.29,0.14,0.30,0.24,-79.90,43.03,35.35,-19.35,-20.26,332,-1.33,0.31,-0.33,30.94,-122.80,16.97,22.46,21.52,-7.57,43
2024-11-10 20:50:55,-0.42,0.02,-0.59,109.01,32.53,-47.79,48.86,-12.40,-12.70,339,-0.14,0.15,-0.55,-41.44,41.26,62.74,23.88,28.15,-1.71,49
2024-11-10 20:50:56,-2.46,-0.72,-0.19,76.11,102.97,-115.6,44.78,-27.15,-10.96,329,-1.28,0.09,0.57,9.09,-86.73,5.43,13.70,27.06,-7.56,63
2024-11-10 20:50:57,-0.04,0.27,-2.82,-310.61,-53.47,-49.,54.02,-15.56,-15.32,323,-0.85,-0.65,-0.12,-74.34,-44.62,48.83,22.18,26.89,-5.86,50
2024-11-10 20:50:58,-0.61,0.10,0.70,-63.35,93.02,-50.90,49.05,-15.42,-12.49,343,-0.82,-0.43,-0.28,107.73,122.38,60.91,21.61,28.21,-5.02,52
2024-11-10 20:50:59,-1.44,0.04,0.28,23.68,-44.37,10.01,38.40,-21.97,-20.12,331,-0.97,-0.11,0.01,-56.27,-112.30,-42.66,19.71,25.49,-5.76,52
2024-11-10 20:51:00,-0.81,0.11,-0.08,66.53,-91.25,12.33,32.93,-12.34,-13.85,340,-2.21,0.01,2.29,49.50,-42.24,55.85,23.93,26.60,-3.19,48
2024-11-10 20:51:01,-1.64,-0.79,-0.18,52.61,155.09,-121.0,39.69,-24.77,-13.79,329,-1.60,-0.10,0.49,73.49,117.55,6.65,13.29,26.71,-8.37,63
2024-11-10 20:51:02,-1.43,-0.21,0.48,-47.79,232.42,18.68,32.32,-28.87,-22.88,319,-0.83,-0.00,-0.10,-11.60,-102.72,-12.08,19.12,24.40,-8.37,51
2024-11-10 20:51:03,-0.37,0.19,0.03,99.24,-18.74,28.63,46.69,-13.65,-12.19,344,-0.11,0.44,-0.70,-86.06,-42.30,37.23,23.78,25.87,-3.74,47
2024-11-10 20:51:04,-0.25,-0.01,-0.52,83.98,-43.09,-2.20,48.63,-12.29,-12.48,346,-1.64,0.30,-0.80,18.86,230.41,-23.62,15.44,25.13,-8.30,58
2024-11-10 20:51:05,-0.85,0.02,-0.07,-108.22,-76.72,26.0,31.88,-15.09,-18.49,335,-1.14,-0.01,-0.18,-9.34,-91.80,4.82,19.64,22.85,-8.00,49
2024-11-10 20:51:06,-0.77,0.31,-0.09,-16.60,-105.41,44.3,35.56,-13.70,-7.70,339,-0.21,0.52,-1.09,-168.21,-36.62,17.70,24.08,24.94,-2.73,45
2024-11-10 20:51:07,-2.67,-0.38,-0.16,72.45,164.18,-65.19,34.94,-25.46,-15.60,324,-1.43,0.25,-0.11,5.07,-4.88,1.22,13.34,23.68,-8.41,60
2024-11-10 20:51:08,-1.36,-0.40,1.09,-114.50,67.75,31.43,28.33,-29.80,-21.74,314,-0.71,0.19,0.02,-46.57,-79.22,-15.38,20.29,21.46,-7.59,46
2024-11-10 20:51:09,-0.24,0.34,0.17,32.41,-44.43,-13.37,48.34,-20.15,-11.40,338,-0.00,0.34,-0.61,-104.31,-13.37,51.03,25.18,22.66,-4.59,41
2024-11-10 20:51:10,-0.01,-0.18,-0.71,120.48,-1.46,-9.70,51.55,-17.59,-10.45,342,-1.57,-0.14,0.51,79.83,106.81,11.23,13.23,20.68,-10.11,57
2024-11-10 20:51:11,-0.68,-0.03,0.03,-8.79,-99.98,5.37,33.48,-18.10,-17.81,332,-1.22,0.13,-0.49,-0.18,-121.64,11.17,20.57,20.58,-8.89,45
2024-11-10 20:51:12,-1.56,0.24,-0.37,-42.18,-117.68,23.4,45.76,-19.76,-8.25,337,-0.03,0.22,-0.58,-90.76,-9.89,43.09,25.00,25.10,-4.55,45
2024-11-10 20:51:13,-1.22,0.94,-1.57,-25.76,193.12,9.95,33.50,-33.52,-22.35,315,-1.21,0.58,-0.01,35.77,-10.19,-31.80,13.01,20.56,-10.67,57
2024-11-10 20:51:14,-1.56,0.29,0.25,-49.26,-6.84,35.34,31.21,-25.09,-20.91,322,0.25,-0.37,-0.85,-55.18,-15.08,79.41,23.65,19.64,-8.35,39
2024-11-10 20:51:15,-1.88,-0.01,1.31,-58.78,-41.99,-17.3,48.79,-15.99,-12.21,342,-0.55,-0.34,-0.17,74.58,90.94,35.03,22.55,25.17,-6.38,48
2024-11-10 20:51:16,-1.03,-0.28,-0.12,29.36,-90.94,49.13,34.74,-19.97,-20.35,338,-1.43,0.00,0.12,4.39,-116.03,-6.59,14.77,21.77,-10.52,55
2024-11-10 20:51:17,-0.72,0.11,0.03,-1.83,-106.57,14.22,41.08,-19.68,-13.50,335,-1.37,0.22,-1.24,-510.99,63.78,-53.41,23.45,23.13,-7.06,44
2024-11-10 20:51:18,-0.83,0.12,-0.25,2.50,108.34,-96.31,49.84,-22.17,-12.38,337,-0.54,-0.24,-0.22,36.50,82.09,32.59,22.69,26.00,-5.79,48
2024-11-10 20:51:19,-1.28,1.04,-2.33,-93.93,243.71,62.26,38.99,-34.58,-18.12,319,-1.34,0.20,-0.13,-27.22,-103.09,-24.72,15.54,21.69,-10.57,54
2024-11-10 20:51:20,0.41,0.63,-3.21,180.79,-164.37,83.6,47.71,-15.30,-13.13,320,-4.00,3.21,1.86,39.61,164.55,79.47,23.50,23.18,-5.69,44
2024-11-10 20:51:21,-1.54,0.02,0.78,-27.34,-43.76,-21.6,50.33,-14.78,-12.06,344,-1.45,0.15,-0.10,181.15,120.97,-18.92,20.17,22.88,-8.97,48
2024-11-10 20:51:22,-1.07,-0.05,-0.28,21.00,-90.27,31.68,34.23,-20.53,-20.45,330,-0.79,-0.09,-0.14,27.89,-117.98,20.51,18.70,20.32,-9.89,47
2024-11-10 20:51:23,-0.76,0.43,0.06,5.49,-118.71,36.87,39.03,-17.25,-13.88,337,-3.39,1.01,3.73,158.94,51.03,41.14,24.26,24.02,-6.46,44
2024-11-10 20:51:24,-1.14,-0.21,-0.24,22.46,106.93,-114.5,46.36,-29.15,-12.33,328,-1.69,-0.01,0.52,60.97,61.71,4.03,13.32,24.84,-9.28,61
2024-11-10 20:51:25,-1.81,0.07,0.37,-51.82,241.03,109.4,38.37,-26.50,-20.39,326,-0.72,0.14,-0.12,-60.12,-93.87,-38.09,19.73,22.06,-6.58,48
2024-11-10 20:51:26,-0.11,-0.13,0.19,-58.35,-107.91,8.42,50.87,-20.04,-12.16,339,-0.04,0.07,-0.71,-114.01,4.82,42.85,24.35,24.49,-3.16,45
2024-11-10 20:51:27,-1.28,-0.02,-0.14,-49.80,-37.66,46.57,52.40,-14.73,-10.75,345,-1.80,-0.01,0.44,42.05,30.70,0.12,12.62,22.28,-9.23,60
2024-11-10 20:51:28,-0.92,0.06,-0.10,-87.83,-81.36,19.47,35.53,-17.48,-16.09,334,-1.30,1.50,-0.47,25.15,-97.35,14.04,20.98,21.90,-7.15,46
2024-11-10 20:51:29,-0.50,0.11,-0.49,0.85,56.03,-120.61,42.00,-17.79,-7.07,338,-0.07,0.04,-0.69,-49.38,13.49,60.97,23.79,25.20,-3.89,46
2024-11-10 20:51:30,-1.43,-0.75,-0.38,-34.18,139.77,-127.,37.44,-33.28,-15.98,319,-1.29,0.26,0.48,33.02,-63.48,7.39,11.89,21.68,-9.09,61
2024-11-10 20:51:31,-0.46,0.10,-0.37,-24.96,63.54,-111.6,51.76,-17.09,-7.01,342,-1.27,0.20,-0.45,68.36,-28.20,-22.89,13.98,23.38,-8.42,59
2024-11-10 20:51:32,-0.65,0.25,-0.22,-60.49,-128.30,59.3,46.35,-17.71,-7.91,340,-0.38,-0.27,-1.21,-12.39,-27.28,6.71,23.29,22.30,-4.66,43
2024-11-10 20:51:33,0.12,1.29,-3.44,551.76,-53.16,65.49,59.33,-25.55,-8.34,337,-0.40,-0.07,-0.32,112.55,63.29,53.10,23.01,25.50,-3.17,47
2024-11-10 20:51:34,-1.44,-0.21,1.16,-82.89,58.65,17.27,38.76,-29.99,-19.20,323,-1.15,0.09,0.56,29.72,-92.41,13.85,15.95,20.19,-10.06,51
2024-11-10 20:51:35,-1.23,-0.03,0.34,-34.85,-85.08,48.22,33.53,-23.56,-19.84,325,-0.79,-0.14,-1.30,7.51,-111.94,31.49,25.15,21.12,-6.24,40
2024-11-10 20:51:36,-0.02,-0.18,-0.58,80.87,-31.49,0.24,51.61,-17.61,-11.34,342,-0.58,-0.38,-0.26,76.54,103.39,37.48,24.99,23.80,-6.25,43
2024-11-10 20:51:37,-0.56,0.06,-0.41,-34.97,106.51,-106.,51.93,-22.17,-10.95,337,-1.35,0.58,-0.05,91.80,-4.82,-15.14,15.27,19.96,-11.89,52
2024-11-10 20:51:38,-1.62,0.88,-0.40,-59.02,-128.48,13.4,56.16,-20.51,-7.84,340,-0.61,-0.33,-0.88,-141.17,-57.50,-10.86,25.42,20.46,-5.82,38
2024-11-10 20:51:39,0.14,0.75,-3.83,89.42,-157.35,99.43,50.33,-21.66,-10.58,337,-0.50,-0.50,-0.30,79.77,80.75,35.34,23.90,22.35,-5.82,43
2024-11-10 20:51:40,-1.54,-0.03,0.57,-46.88,-4.21,24.96,32.53,-28.98,-18.87,319,-1.14,0.03,-0.18,-51.94,-96.13,-11.17,16.71,17.88,-9.86,46
2024-11-10 20:51:41,-1.42,0.28,0.48,21.55,-101.14,42.42,36.85,-25.15,-19.64,326,-0.34,-0.75,-0.23,-211.67,-75.20,24.78,23.62,20.14,-8.34,40
2024-11-10 20:51:42,-0.08,-0.12,-0.71,101.75,-2.14,-23.19,53.28,-18.46,-10.85,341,-0.65,-0.30,-0.24,61.58,94.18,42.91,23.11,22.53,-7.93,44
2024-11-10 20:51:43,-0.56,0.06,-0.31,-27.16,87.34,-115.3,54.81,-26.99,-8.33,334,-1.22,0.08,0.50,6.16,-95.03,3.66,14.07,19.47,-11.56,54
2024-11-10 20:51:44,-0.99,-0.06,-0.30,-6.16,-119.87,24.54,49.72,-18.81,-7.52,340,-4.00,0.60,0.21,-268.62,170.78,79.65,24.52,20.42,-7.01,39
2024-11-10 20:51:45,-3.03,-0.75,-0.28,-136.05,126.10,-5.6,52.47,-22.75,-10.53,337,-0.51,-0.31,-0.29,91.19,84.59,34.42,23.40,23.44,-6.21,45
