Timestamp,xAcel_L,yAcel_L,zAcel_L,xGyro_L,yGyro_L,zGyro_L,xMag_L,yMag_L,zMag_L,azimuth_L,xAcel_R,yAcel_R,zAcel_R,xGyro_R,yGyro_R,zGyro_R,xMag_R,yMag_R,zMag_R,azimuth_R
2024-11-10 20:52:36,-0.17,-0.53,-0.47,61.83,-53.47,-2.69,46.89,-33.98,2.47,325,-1.47,0.19,-0.05,43.03,197.08,-25.45,23.08,-0.83,-2.62,358
2024-11-10 20:52:37,-0.84,0.12,0.02,-38.21,-114.07,16.4,43.35,-36.72,1.11,320,-0.64,0.04,-0.07,-56.82,-102.29,-23.07,23.25,-1.98,5.65,356
2024-11-10 20:52:38,-1.14,0.26,-0.30,-21.97,-117.31,23.8,46.90,-36.29,11.66,323,-0.31,0.35,-0.85,-148.07,-44.92,19.71,25.15,-0.65,4.55,359
2024-11-10 20:52:39,-0.99,0.12,-0.37,28.63,172.61,-39.18,42.07,-46.64,6.48,313,-1.55,0.07,0.15,7.20,6.04,-2.87,25.33,-0.94,-0.92,358
2024-11-10 20:52:40,-1.48,0.08,0.18,-8.12,-21.06,51.15,47.92,-40.50,-3.16,320,-1.47,0.52,-0.18,58.65,-134.58,5.86,25.31,-2.19,4.76,356
2024-11-10 20:52:41,-1.14,0.18,0.77,-128.36,-57.92,-31.,50.93,-35.69,5.15,325,-0.52,-0.10,-0.34,46.39,76.42,39.79,27.58,1.20,2.70,2
2024-11-10 20:52:42,-0.26,-0.03,-0.49,-0.18,36.44,-33.39,44.43,-48.19,9.53,313,-1.19,0.27,-0.31,36.74,-14.53,-17.58,23.93,-1.56,-1.95,357
2024-11-10 20:52:43,-1.30,0.65,0.02,-0.18,-126.22,122.9,49.00,-36.52,6.75,324,-1.20,0.45,-0.18,-32.23,-59.51,0.00,25.57,0.82,3.12,1
2024-11-10 20:52:44,0.05,0.15,-2.16,349.61,-134.09,-15.,57.39,-35.13,9.78,329,-0.57,-0.11,-0.26,54.99,74.28,48.16,26.78,2.06,4.88,4
2024-11-10 20:52:45,-1.62,-0.16,0.65,-61.52,34.42,39.31,49.88,-56.53,-4.72,312,-1.33,0.03,0.64,-1.71,-83.19,13.06,25.45,-0.26,-0.24,0
2024-11-10 20:52:46,-1.18,-0.06,0.30,-9.64,-60.36,-4.39,49.73,-49.30,-3.82,316,-0.24,-0.33,-1.78,-193.24,-33.14,-69.40,24.68,-0.51,5.36,359
2024-11-10 20:52:47,-0.21,0.08,-0.59,54.32,28.87,-39.25,47.84,-35.36,9.78,324,-0.94,-0.05,-0.18,86.36,103.82,46.39,27.58,2.80,4.87,5
2024-11-10 20:52:48,-1.49,-0.20,-0.26,14.16,117.61,-95.58,47.75,-46.68,12.96,316,-1.14,0.21,-0.41,-11.72,-88.38,-19.65,25.16,-0.34,1.40,0
2024-11-10 20:52:49,-0.74,-0.25,-0.09,40.65,-4.58,-11.60,57.32,-48.50,2.45,320,-0.88,0.33,0.37,-157.23,-9.52,12.27,24.95,-1.33,5.75,357
2024-11-10 20:52:50,-0.22,-0.15,0.64,-24.41,97.35,-92.41,48.82,-40.61,4.20,321,-2.04,0.81,0.24,158.26,132.75,-13.12,26.73,1.77,2.72,3
2024-11-10 20:52:51,-1.33,-0.20,0.14,-3.85,-48.52,16.54,49.22,-43.07,-2.58,319,-0.84,0.09,-0.15,-16.60,-114.87,-12.08,22.01,-0.38,2.11,0
2024-11-10 20:52:52,-0.66,-0.00,-0.08,-16.97,-101.14,10.1,46.58,-40.95,10.55,319,-0.99,-0.01,-0.90,339.78,-106.69,-68.60,22.56,-1.77,5.41,356
2024-11-10 20:52:53,-0.91,0.05,-0.22,9.70,109.92,-93.57,63.75,-51.09,-0.38,322,-0.64,-0.42,-0.31,76.60,103.33,39.73,26.07,0.72,2.27,1
2024-11-10 20:52:54,-1.60,-0.22,1.52,-114.07,200.01,34.9,34.08,-53.75,-0.98,303,-1.18,0.06,-0.70,14.10,-89.60,-40.28,22.39,-1.11,1.10,358
2024-11-10 20:52:55,-0.82,0.65,1.12,143.68,-13.85,-25.7,37.26,-37.90,-3.00,315,-1.18,0.82,-0.20,42.05,-57.25,39.61,23.13,0.63,6.87,1
2024-11-10 20:52:56,-0.50,0.14,-0.38,24.11,61.89,-104.37,42.20,-35.77,5.27,320,-1.24,0.42,-0.80,-60.06,255.00,-42.97,23.18,1.40,-3.37,3
2024-11-10 20:52:57,-0.74,0.29,-0.10,57.25,197.02,-73.24,38.26,-49.72,4.10,308,-0.73,-0.15,-0.30,64.39,-112.00,5.31,22.20,0.54,1.37,1
2024-11-10 20:52:58,-0.09,0.89,-1.75,-300.60,-61.58,20.8,52.05,-41.06,-5.81,322,-3.48,1.44,3.51,154.48,71.96,43.21,23.72,0.17,3.70,0
2024-11-10 20:52:59,-1.58,-0.38,1.09,3.72,97.05,-85.94,46.22,-39.55,5.42,320,-1.45,0.50,-1.58,-102.48,290.77,-78.74,23.32,2.05,-1.70,5
