Timestamp,xAcel_L,yAcel_L,zAcel_L,xGyro_L,yGyro_L,zGyro_L,xMag_L,yMag_L,zMag_L,xAcel_R,yAcel_R,zAcel_R,xGyro_R,yGyro_R,zGyro_R,xMag_R,yMag_R,zMag_R
2024-11-27 22:34:32.285,-0.85,-0.10,-0.22,-22.03,-40.71,-0.12,4.85,22.71,0.79,-1.08,0.20,0.67,-5.13,113.16,49.50,28.66,28.23,9.59
2024-11-27 22:34:32.591,-1.32,-0.06,0.49,-55.79,113.22,42.91,6.26,22.49,-3.70,-1.09,-0.01,-0.17,123.29,-75.99,58.59,28.28,28.75,4.02
2024-11-27 22:34:32.797,-0.71,-0.02,-0.44,117.37,-15.69,12.88,10.41,23.02,0.20,-1.05,-0.32,-0.29,-10.38,-53.83,10.38,29.63,28.93,1.83
2024-11-27 22:34:33.103,-0.81,-0.34,0.31,48.89,7.26,1.16,9.55,25.43,5.32,-1.31,0.05,0.81,83.80,82.95,-9.95,30.15,30.51,2.97
2024-11-27 22:34:33.313,-1.01,0.08,-0.21,-11.11,-47.24,-33.5,8.72,26.67,-0.70,-0.77,-0.05,-0.63,-15.20,17.15,9.22,30.57,30.53,11.99
2024-11-27 22:34:33.619,-1.08,0.18,-0.07,21.79,-34.67,-5.74,6.58,27.70,-2.19,-0.99,0.24,0.40,-76.72,-21.61,-43.58,32.15,29.63,9.63
2024-11-27 22:34:33.825,-1.23,1.02,-0.84,-14.40,146.30,-19.5,10.49,23.72,3.09,-0.91,0.04,-0.23,34.67,-61.77,21.00,31.75,29.52,5.88
2024-11-27 22:34:34.031,-0.52,-0.01,-0.51,136.96,-55.79,30.27,10.74,19.08,9.09,-1.28,-0.20,0.14,16.54,-18.43,14.47,32.51,27.87,6.04
2024-11-27 22:34:34.341,-0.85,0.08,-0.34,-177.00,-113.28,19.,9.70,19.17,7.68,-1.42,-0.18,-0.99,63.29,65.19,-45.47,32.26,26.15,10.17
2024-11-27 22:34:34.547,-0.88,0.11,-0.03,-15.62,-79.53,-32.5,8.62,19.43,3.52,-0.59,-0.20,-0.34,-113.89,-9.03,16.36,29.58,24.66,14.45
2024-11-27 22:34:34.854,-1.10,0.03,-0.27,-26.43,-20.94,9.16,8.64,18.95,1.35,-0.88,-0.47,-0.86,-201.78,-161.56,60.91,30.85,24.87,10.28
2024-11-27 22:34:35.060,-1.42,0.02,-0.24,49.93,117.37,-2.75,9.85,17.30,6.04,-0.96,-0.17,-0.25,48.89,-31.56,34.67,31.31,24.61,10.50
2024-11-27 22:34:35.270,-1.01,-0.11,0.32,-63.90,-23.99,-44.6,9.08,17.15,9.86,-1.01,-0.02,-0.30,65.92,-41.75,8.61,32.54,22.46,7.34
2024-11-27 22:34:35.576,-1.16,0.06,-0.38,-49.07,-45.84,-20.4,10.66,16.43,9.38,-0.99,0.11,-0.36,-48.28,161.44,26.61,32.09,20.65,17.14
2024-11-27 22:34:35.882,-0.88,0.07,0.09,-15.62,-37.48,-4.64,10.22,17.36,4.66,-1.21,0.36,1.30,-46.08,-15.20,32.53,30.41,23.82,16.20
2024-11-27 22:34:36.088,-1.37,-0.04,0.69,-29.42,90.76,52.12,11.28,18.58,4.63,-0.95,-0.28,-0.37,152.65,-44.62,58.29,31.19,25.74,9.44
2024-11-27 22:34:36.298,-0.70,0.06,-0.47,87.95,57.50,-3.42,10.73,16.71,10.06,-1.28,-0.20,0.11,30.58,-8.85,22.95,32.87,24.88,8.85
2024-11-27 22:34:36.604,-0.99,-0.11,0.84,47.06,-12.70,-7.26,8.08,17.35,9.88,-1.44,0.04,0.85,82.28,101.20,-20.08,33.63,22.69,8.68
2024-11-27 22:34:36.810,-0.91,0.34,-0.21,-9.70,-50.23,-34.12,9.52,17.61,7.78,-0.74,-0.16,-0.51,-33.33,43.27,19.29,28.83,23.85,16.75
2024-11-27 22:34:37.116,-0.94,0.01,0.00,-36.62,-38.64,-9.64,9.03,19.04,2.61,-0.84,0.16,0.05,-76.84,-63.78,-90.58,29.09,24.67,11.54
2024-11-27 22:34:37.329,-1.49,0.96,-1.43,-113.16,181.09,8.79,9.63,16.36,2.01,-0.87,-0.07,-0.24,26.61,-51.88,17.21,28.61,24.00,6.98
2024-11-27 22:34:37.635,-0.49,-0.02,-0.46,-4.88,-34.00,7.32,9.90,14.58,6.57,-1.07,0.14,0.05,29.97,-50.05,16.85,29.68,23.11,5.65
2024-11-27 22:34:37.841,-0.80,0.29,-0.51,-56.58,-164.06,17.4,8.39,14.55,6.09,-1.48,-0.06,-0.92,85.82,105.04,-26.31,29.50,22.81,8.23
2024-11-27 22:34:38.047,-0.92,0.03,-0.07,-0.55,-55.05,-16.36,7.06,16.15,1.95,-0.50,-0.02,-0.65,-96.68,34.18,19.04,28.03,22.03,11.84
2024-11-27 22:34:38.357,-0.91,-0.01,0.01,0.79,-23.25,15.38,6.38,16.36,0.74,-0.87,-0.02,0.06,-162.35,-137.33,-111.88,30.02,20.30,11.43
2024-11-27 22:34:38.563,-1.50,0.38,-0.44,50.17,88.44,14.10,8.74,14.45,3.27,-1.04,-0.15,-0.17,70.56,-35.77,15.14,28.77,21.88,9.40
2024-11-27 22:34:38.869,-0.79,-0.14,-0.27,63.11,-56.64,-22.28,7.48,11.02,11.72,-0.96,-0.26,-0.44,131.04,11.05,-15.08,28.77,21.09,12.11
2024-11-27 22:34:39.075,-1.39,0.13,-0.17,16.85,-37.17,-39.25,10.28,4.16,12.76,-1.15,0.20,-0.70,248.90,-2.56,-5.49,28.80,13.53,19.27
2024-11-27 22:34:39.385,-1.06,0.09,-0.25,84.05,-28.93,16.11,10.79,1.33,10.96,-0.94,0.15,0.21,120.36,25.57,-15.08,27.65,4.03,18.16
2024-11-27 22:34:39.591,-1.00,0.20,-0.18,23.99,12.82,31.49,10.41,-1.35,10.08,-1.43,0.38,0.14,-28.56,-27.65,39.06,30.81,0.10,15.06
2024-11-27 22:34:39.897,-1.11,0.68,-0.41,151.55,67.93,-9.28,8.09,-7.92,7.40,-0.92,0.04,-0.21,100.77,4.70,41.32,28.67,-1.18,10.05
2024-11-27 22:34:40.103,-0.72,-0.24,-0.07,88.62,18.80,2.14,8.78,-9.00,4.03,-1.08,-0.07,-0.22,18.19,-43.52,12.21,26.38,-2.14,7.31
2024-11-27 22:34:40.309,-0.52,0.52,0.36,56.88,-70.13,-9.34,10.27,-8.53,1.81,-1.41,-0.34,-0.45,63.54,70.86,-54.20,28.30,-2.56,5.81
2024-11-27 22:34:40.619,-0.95,0.13,-0.15,-27.83,-68.12,-26.8,10.50,-8.35,-1.07,-0.51,0.12,-0.39,-129.64,-16.11,-5.37,31.15,-2.65,8.59
2024-11-27 22:34:40.825,-1.03,0.25,-0.31,-34.00,-25.27,7.63,10.14,-7.97,-2.55,-1.10,0.10,-0.74,-75.07,-37.17,25.70,33.02,-3.11,12.65
2024-11-27 22:34:41.131,-1.26,0.25,-0.23,28.69,98.27,3.17,10.69,-10.35,4.48,-0.94,-0.11,-0.17,57.62,-61.34,33.69,29.90,-3.37,8.26
2024-11-27 22:34:41.336,-0.85,-0.16,0.35,-26.00,-10.50,-45.1,11.13,-10.96,2.37,-1.22,-0.18,0.03,59.33,3.23,10.19,27.93,-4.59,4.52
2024-11-27 22:34:41.546,-0.75,0.56,-0.15,21.18,-49.07,-32.84,11.33,-10.39,-1.75,-1.20,0.10,-0.43,17.94,148.56,10.74,34.06,-2.65,4.15
2024-11-27 22:34:41.852,-0.86,-0.09,-0.11,61.10,-73.49,-7.02,10.80,-9.35,-4.94,-1.32,0.17,1.66,90.52,18.92,40.41,33.31,-3.61,8.24
2024-11-27 22:34:42.158,-1.31,-0.06,0.53,126.46,219.18,36.13,11.18,-10.69,-2.42,-1.00,0.02,-0.27,136.41,-26.31,22.46,32.36,-4.37,6.47
2024-11-27 22:34:42.364,-0.88,0.18,-0.35,86.98,41.02,-12.39,12.84,-12.06,1.35,-1.00,-0.07,-0.13,-14.10,-70.01,21.85,29.75,-4.47,2.19
2024-11-27 22:34:42.574,-0.71,-0.22,0.30,63.11,-1.53,-7.87,13.93,-8.97,-2.25,-1.39,0.10,0.71,105.53,73.06,-0.49,28.74,-3.91,-1.23
2024-11-27 22:34:42.780,-1.00,0.11,-0.25,-19.10,-25.57,-17.9,12.41,-8.87,-4.65,-0.72,-0.20,-0.37,-28.02,66.16,6.35,34.44,-1.92,3.45
2024-11-27 22:34:43.086,-1.10,0.27,-0.17,-22.89,-35.46,-7.45,11.36,-8.13,-7.14,-1.42,0.14,0.99,-106.02,45.10,14.28,33.17,-3.97,7.93
2024-11-27 22:34:43.392,-1.33,-0.59,1.34,-78.49,99.00,34.91,10.86,-9.57,-2.31,-1.12,0.18,-0.29,2.99,-78.67,7.32,31.93,-3.87,7.35
2024-11-27 22:34:43.702,-0.63,0.02,-0.45,104.25,-19.84,23.32,11.88,-11.18,-0.66,-0.97,0.10,-0.09,33.39,-47.24,8.54,26.39,-4.44,2.42
2024-11-27 22:34:43.908,-0.91,0.01,0.13,101.14,-50.72,-15.8,13.53,-9.36,-1.44,-1.34,-0.14,0.07,-15.69,198.85,-17.70,28.93,-4.04,1.87
2024-11-27 22:34:44.114,-1.03,0.20,-0.15,-28.93,-48.16,-38.4,12.24,-10.08,-3.15,-0.72,-0.13,-0.76,-70.86,9.83,21.36,31.84,-4.33,6.07
2024-11-27 22:34:44.320,-0.96,-0.12,-0.12,-42.54,-29.66,6.96,12.19,-10.63,-4.86,-0.65,0.20,-0.60,-152.53,-40.59,-16.85,34.52,-7.97,11.91
2024-11-27 22:34:44.630,-1.57,0.40,-0.89,-13.49,140.81,15.20,11.99,-15.53,3.08,-0.84,0.22,-0.15,70.80,-49.87,33.08,31.47,-8.84,7.20
2024-11-27 22:34:44.836,-0.62,-0.19,-0.26,-34.06,-5.92,38.64,11.56,-17.93,2.33,-1.06,0.08,0.03,33.20,-41.81,18.74,29.39,-10.67,4.25
2024-11-27 22:34:45.042,-1.27,-0.38,-0.43,51.15,-130.92,12.33,12.59,-17.41,3.20,-1.42,-0.48,-1.17,159.24,51.82,-45.17,33.72,-12.17,2.06
2024-11-27 22:34:45.348,-0.82,-0.07,-0.02,5.43,-50.17,-5.80,13.85,-15.92,0.42,-0.64,0.08,-0.27,-109.31,-20.51,17.27,33.67,-12.35,9.81
2024-11-27 22:34:45.559,-1.10,0.27,-0.17,-35.89,2.87,0.49,14.11,-16.27,-0.60,-1.33,0.66,-0.07,97.05,-35.16,-48.03,34.06,-10.18,18.24
2024-11-27 22:34:45.865,-1.04,0.04,-0.33,24.90,101.68,-3.42,10.00,-16.50,8.73,-0.90,-0.18,-0.33,27.40,-58.17,19.53,31.65,-10.36,11.47
2024-11-27 22:34:46.071,-0.92,-0.20,0.26,-34.42,16.48,-44.43,10.97,-16.32,5.36,-1.11,-0.30,-0.15,35.71,-9.70,-4.94,28.85,-10.83,8.58
2024-11-27 22:34:46.380,-0.95,1.06,-0.16,-70.31,-16.85,-21.8,10.75,-14.65,2.04,-1.07,-0.07,-0.38,-5.13,127.69,15.32,32.04,-6.87,5.04
2024-11-27 22:34:46.591,-0.89,0.05,-0.01,17.88,-58.72,-20.81,12.45,-12.89,-1.20,-0.89,0.51,0.19,25.82,12.94,12.39,29.83,-8.56,9.63
2024-11-27 22:34:46.897,-1.20,0.04,0.14,-52.61,67.75,24.17,10.96,-13.04,1.27,-1.16,0.13,-0.26,-10.56,-20.26,8.42,31.24,-9.01,12.57
2024-11-27 22:34:47.103,-0.79,0.27,-0.33,68.24,58.72,-12.33,9.14,-13.82,4.72,-1.05,-0.22,-0.13,-0.73,-64.09,13.00,27.06,-7.71,7.78
2024-11-27 22:34:47.409,-1.29,0.07,0.66,20.08,15.62,-22.83,10.58,-13.20,1.37,-1.22,-0.21,0.13,34.67,-9.58,0.12,25.26,-8.26,3.76
2024-11-27 22:34:47.623,-0.87,0.67,-0.30,-6.96,3.17,-25.02,10.22,-12.52,-3.37,-1.00,0.03,-0.19,-78.92,115.60,19.53,29.49,-6.37,3.19
2024-11-27 22:34:47.832,-0.96,-0.02,-0.06,-51.70,-14.47,3.30,9.50,-13.13,-1.94,-1.07,0.65,0.37,-183.72,-86.12,12.57,27.67,-6.13,12.62
2024-11-27 22:34:48.140,-0.82,-0.19,-0.18,-145.08,8.30,3.78,9.09,-13.48,6.82,-1.21,-0.00,-0.34,-65.31,2.20,24.60,32.74,-1.64,19.17
2024-11-27 22:34:48.346,-0.84,-0.03,-0.41,-189.76,-28.02,10.7,6.58,-0.35,19.19,-1.00,-0.22,-0.25,-33.14,29.05,2.38,32.64,3.00,21.67
2024-11-27 22:34:48.656,-0.92,0.01,0.16,-31.49,-39.67,-12.7,7.56,8.34,18.14,-0.97,-0.20,-0.22,-43.46,10.44,-32.71,34.23,7.69,22.49
2024-11-27 22:34:48.862,-0.73,0.10,-0.51,14.10,-2.56,-29.91,8.62,13.89,15.26,-1.00,-1.05,-0.82,-84.72,73.61,24.54,28.86,17.50,22.68
2024-11-27 22:34:49.068,-0.96,0.38,-0.23,-21.24,-22.83,-32.3,7.45,17.04,12.95,-0.71,0.75,-0.79,-158.57,22.03,2.01,27.69,26.49,16.33
2024-11-27 22:34:49.375,-1.14,-0.13,0.17,-48.46,39.37,1.83,6.67,20.26,8.06,-0.61,-0.34,-0.54,-116.03,-44.25,-20.32,29.14,26.54,9.79
2024-11-27 22:34:49.581,-0.22,0.08,-0.22,39.06,30.88,5.55,7.34,21.25,5.53,-0.94,-0.26,-0.18,10.44,-30.15,17.40,29.05,27.23,7.50
2024-11-27 22:34:49.790,-1.00,-0.00,0.36,-12.02,-21.42,-17.7,7.08,21.24,4.39,-1.12,-0.22,-0.32,18.92,-8.42,5.74,29.66,26.23,5.04
2024-11-27 22:34:50.097,-0.96,0.09,-0.26,6.10,-49.32,-29.24,7.02,21.62,2.06,-1.25,-0.15,-0.66,80.75,78.92,-22.03,29.48,27.25,10.27
2024-11-27 22:34:50.403,-0.96,0.09,-0.17,5.00,-39.18,-16.91,4.94,22.41,-0.04,-0.89,0.14,0.11,8.85,22.28,6.71,28.63,28.70,10.73
2024-11-27 22:34:50.609,-1.03,0.20,-0.27,-15.93,-21.48,4.82,4.28,22.49,-3.23,-0.99,-0.19,-0.18,-42.24,-31.07,50.23,30.00,27.66,5.82
