Timestamp,xAcel_L,yAcel_L,zAcel_L,xGyro_L,yGyro_L,zGyro_L,xMag_L,yMag_L,zMag_L,azimuth_L,xAcel_R,yAcel_R,zAcel_R,xGyro_R,yGyro_R,zGyro_R,xMag_R,yMag_R,zMag_R,azimuth_R
2024-11-10 20:49:18,-0.83,-0.03,-1.71,-22.34,-40.10,80.93,42.19,-6.20,-7.81,352,-0.63,-0.29,-1.28,-125.55,28.38,-69.15,16.99,35.66,9.39,64
2024-11-10 20:49:19,-0.27,-0.32,-0.74,66.16,-68.66,-12.57,43.57,1.90,3.53,2,-1.26,0.33,-0.16,82.46,121.89,36.50,13.99,36.52,11.47,69
2024-11-10 20:49:20,-0.83,0.13,-0.02,21.55,90.70,-112.92,48.84,-5.04,2.04,355,-0.59,0.07,-0.24,47.24,-66.96,-2.81,19.06,36.73,9.29,62
2024-11-10 20:49:21,-1.02,0.24,-0.20,-81.30,-66.35,-30.8,43.53,-5.10,3.19,354,-2.30,-0.11,2.32,48.71,-42.72,66.16,15.09,38.34,11.84,68
2024-11-10 20:49:22,-1.45,-0.04,1.11,-90.39,160.89,12.39,39.65,-0.66,-2.11,0,-1.25,0.64,-0.47,-41.87,225.71,-14.59,18.07,38.18,11.23,64
2024-11-10 20:49:23,-1.19,0.12,0.30,-25.70,-62.13,0.49,40.03,0.95,-7.43,1,-0.85,-0.06,-0.19,35.16,-125.55,-4.39,16.66,39.70,10.03,67
2024-11-10 20:49:24,-0.31,0.02,-0.49,2.99,-101.75,1.89,31.71,4.82,3.76,8,-1.73,-0.10,1.44,4.94,-84.23,25.76,9.94,39.47,12.67,75
2024-11-10 20:49:25,-1.16,-0.48,-0.09,51.82,130.68,-92.96,36.41,-2.62,1.15,356,-1.51,-0.08,0.30,63.17,110.72,7.51,16.99,35.85,18.24,64
2024-11-10 20:49:26,-1.58,-0.12,0.54,-68.12,28.08,55.85,40.66,-10.18,-1.48,346,-0.73,0.20,-0.19,-14.71,-126.40,-28.99,15.22,32.14,12.84,64
2024-11-10 20:49:27,-2.63,-0.00,4.00,-243.10,93.38,-47.7,34.30,-6.75,4.32,349,-0.35,0.18,-0.48,-17.03,32.47,44.92,13.10,29.92,15.20,66
2024-11-10 20:49:28,-0.59,0.10,-0.45,46.69,49.87,-117.31,47.40,-9.39,3.67,349,-1.22,0.47,0.03,42.48,-17.52,-17.21,19.30,30.24,10.33,57
2024-11-10 20:49:29,-0.89,0.30,-0.03,-30.88,-98.14,29.91,35.02,-5.14,8.67,352,-3.20,0.59,2.20,300.60,-6.84,-1.46,15.30,33.25,9.84,65
2024-11-10 20:49:30,-1.55,-0.65,0.53,-369.69,-110.47,-66,42.87,-7.90,0.74,350,-1.16,0.43,-0.11,10.19,140.32,33.20,14.95,36.00,10.97,67
2024-11-10 20:49:31,-1.51,0.31,0.01,-12.76,-28.50,28.56,39.32,-9.51,-9.88,347,-0.86,-0.04,-0.26,13.12,-93.87,-5.49,17.33,34.56,7.58,63
2024-11-10 20:49:32,-0.52,-0.20,-0.34,1.46,-55.30,-13.98,37.92,-2.47,-1.29,357,-2.93,0.59,2.71,86.30,80.02,-2.44,16.77,33.91,9.47,63
2024-11-10 20:49:33,-0.70,-0.04,-0.36,8.12,87.52,-130.49,46.51,-7.35,0.66,352,-1.47,0.02,0.33,36.99,12.21,-3.11,18.49,34.18,7.90,61
2024-11-10 20:49:34,-1.53,0.30,-0.18,-120.30,-125.49,4.5,41.06,-13.76,-11.29,342,-1.72,-0.14,-0.43,7.63,-105.10,15.75,18.43,34.69,9.48,62
2024-11-10 20:49:35,-0.17,0.04,-0.03,3.36,-61.40,25.51,41.82,-3.38,3.09,356,-0.61,0.04,-0.30,45.96,88.01,43.27,15.16,35.49,14.71,66
2024-11-10 20:49:36,-1.12,-0.21,0.43,-58.72,-52.98,41.69,42.15,-2.66,-5.75,357,-1.10,0.19,0.55,17.09,-70.56,8.30,19.12,34.91,6.38,61
2024-11-10 20:49:37,-0.77,0.03,-0.07,52.73,-121.83,-4.70,44.75,-5.25,5.92,354,-0.45,0.00,-1.29,141.54,-146.30,-27.95,20.73,33.23,11.73,58
2024-11-10 20:49:38,-1.20,-0.59,-0.15,29.85,132.93,-79.10,49.72,-15.37,2.26,345,-1.25,0.53,-0.12,72.27,151.79,30.03,19.10,33.69,11.71,60
2024-11-10 20:49:39,-1.32,-0.41,0.66,-75.56,27.28,48.71,41.19,-9.85,-9.11,347,-1.00,-0.16,-0.20,24.29,-91.98,-14.71,21.42,33.36,8.45,57
2024-11-10 20:49:40,-3.14,-0.21,4.00,-80.51,146.61,-68.4,40.58,-3.70,-1.59,355,-0.42,0.48,-0.75,-6.84,-61.77,8.79,17.18,32.95,12.46,62
2024-11-10 20:49:41,-0.44,0.13,-0.44,28.93,41.69,-76.66,43.25,-2.69,1.44,357,-1.23,0.42,-0.74,-72.75,247.80,-47.06,17.54,33.76,12.32,62
2024-11-10 20:49:42,-0.86,0.35,-0.14,-4.46,-104.43,28.08,36.51,-1.68,9.45,336,-0.71,0.08,-0.16,-40.47,-103.94,-21.55,16.86,33.06,7.37,62
2024-11-10 20:49:43,-3.78,1.22,3.93,-560.30,39.55,18.55,42.57,-6.05,0.31,352,-0.35,0.11,-0.48,-15.32,44.56,63.90,13.22,32.67,13.72,67
2024-11-10 20:49:44,-1.44,0.19,0.16,-43.88,-21.85,40.59,41.14,-8.67,-6.30,349,-1.19,-0.02,-0.01,12.94,-84.41,-15.38,17.07,35.44,8.70,64
2024-11-10 20:49:45,-0.94,0.12,0.06,-41.56,-65.55,15.50,37.85,-1.77,-3.72,358,-0.57,0.44,0.44,-143.37,-3.17,23.32,16.10,34.38,9.42,64
2024-11-10 20:49:46,-0.66,0.13,-0.29,-31.80,83.80,-72.69,50.33,-8.40,2.71,351,-1.63,0.52,-1.71,-136.29,278.69,-67.93,18.09,34.19,8.33,62
2024-11-10 20:49:47,-1.49,0.36,-0.10,-31.56,228.21,13.85,47.56,-19.58,-10.30,338,-0.90,-0.17,-0.17,26.06,-104.25,8.97,20.35,34.19,8.57,59
2024-11-10 20:49:48,-0.44,0.22,-0.27,93.38,-56.40,24.72,40.91,-3.63,-0.11,355,-0.01,0.41,-0.86,-113.22,-77.76,24.84,17.26,34.84,13.45,63
2024-11-10 20:49:49,-0.23,-0.20,-0.56,76.54,2.14,-20.39,43.76,0.42,3.20,0,-1.68,-0.06,0.45,50.35,31.92,0.61,19.73,34.28,8.25,60
