Timestamp,xAcel_L,yAcel_L,zAcel_L,xGyro_L,yGyro_L,zGyro_L,xMag_L,yMag_L,zMag_L,xAcel_R,yAcel_R,zAcel_R,xGyro_R,yGyro_R,zGyro_R,xMag_R,yMag_R,zMag_R
2024-11-15 18:02:03.092,0.00,-0.02,-1.02,2.44,0.24,0.92,4.64,-12.92,-12.52,0.00,0.13,0.97,5.37,1.53,1.16,34.92,23.46,19.58
2024-11-15 18:02:03.398,0.00,-0.02,-1.02,2.44,0.00,0.92,4.77,-12.35,-13.15,-0.00,0.13,0.97,5.62,1.65,1.16,34.84,23.23,19.93
2024-11-15 18:02:03.604,0.00,-0.02,-1.02,2.01,0.00,0.55,4.36,-12.23,-13.53,-0.00,0.13,0.97,5.19,1.59,1.10,34.73,23.50,20.97
2024-11-15 18:02:03.909,0.00,-0.02,-1.02,2.14,-0.18,0.85,4.53,-12.78,-12.50,-0.00,0.13,0.97,5.62,1.71,0.92,34.50,23.24,20.39
2024-11-15 18:02:04.115,0.00,-0.02,-1.02,2.38,-0.06,0.79,4.55,-11.69,-12.61,-0.00,0.13,0.97,5.62,1.34,0.98,35.16,23.21,19.64
2024-11-15 18:02:04.320,0.00,-0.02,-1.02,2.26,0.12,0.92,4.15,-12.46,-12.76,-0.00,0.13,0.97,5.25,1.40,0.98,35.29,22.44,20.19
2024-11-15 18:02:04.626,0.00,-0.02,-1.02,2.20,0.06,0.73,4.09,-12.02,-12.45,-0.00,0.13,0.97,5.00,1.53,1.10,35.24,23.32,19.36
2024-11-15 18:02:04.931,0.00,-0.02,-1.02,2.14,-0.12,0.92,4.92,-12.35,-12.89,-0.00,0.14,0.97,4.15,1.40,0.92,34.59,23.21,19.76
2024-11-15 18:02:05.138,0.00,-0.02,-1.02,1.95,0.12,0.79,4.14,-12.54,-11.94,-0.00,0.14,0.97,5.98,1.46,1.04,34.44,23.32,19.42
2024-11-15 18:02:05.344,0.00,-0.02,-1.02,2.14,-0.06,0.92,4.50,-12.05,-12.40,-0.00,0.13,0.97,5.00,1.34,1.04,34.57,23.36,18.71
2024-11-15 18:02:05.649,0.00,-0.02,-1.02,2.32,0.12,0.98,4.63,-12.57,-12.24,-0.00,0.13,0.97,5.37,1.65,1.10,34.73,23.78,19.58
2024-11-15 18:02:05.855,0.00,-0.02,-1.02,2.08,0.00,0.92,4.11,-12.19,-12.34,0.00,0.13,0.97,5.86,1.59,1.16,34.56,23.44,20.29
2024-11-15 18:02:06.163,0.00,-0.02,-1.02,2.08,-0.06,0.98,4.14,-13.01,-12.40,-0.00,0.13,0.97,5.74,1.46,1.04,34.67,23.02,19.03
2024-11-15 18:02:06.368,0.00,-0.02,-1.02,2.26,0.00,0.98,4.65,-13.00,-11.77,-0.00,0.13,0.97,5.55,1.59,1.16,34.50,22.99,18.36
2024-11-15 18:02:06.676,0.00,-0.02,-1.02,2.14,0.18,0.98,4.03,-12.63,-11.06,-0.00,0.13,0.97,5.37,1.65,1.04,34.69,23.23,20.81
2024-11-15 18:02:06.881,0.00,-0.02,-1.02,2.26,0.00,0.85,4.41,-12.43,-11.02,-0.00,0.13,0.97,5.07,1.65,1.16,34.72,23.11,19.13
2024-11-15 18:02:07.092,0.00,-0.02,-1.02,2.38,0.18,0.92,4.72,-12.85,-11.10,0.00,0.14,0.97,5.55,1.46,1.04,34.34,23.73,19.36
