Timestamp,Time,latitude,longitude,fix_status
2024-11-15 18:56:23,215619.00,-33.4545415,-70.59310383333333,Valid fix
2024-11-15 18:56:28,215624.00,-33.4544615,-70.59311183333334,Valid fix
2024-11-15 18:56:33,215629.00,-33.454376,-70.59314483333333,Valid fix
