Timestamp,xAcel_L,yAcel_L,zAcel_L,xGyro_L,yGyro_L,zGyro_L,xMag_L,yMag_L,zMag_L,xAcel_R,yAcel_R,zAcel_R,xGyro_R,yGyro_R,zGyro_R,xMag_R,yMag_R,zMag_R
2024-11-30 20:43:17.296,0.03,-1.00,0.05,2.14,-0.24,0.73,-22.71,-40.61,14.23,0.01,-1.01,-0.11,3.85,1.10,0.92,-3.20,-35.25,9.42
2024-11-30 20:43:17.502,0.03,-1.00,0.05,2.01,-0.24,0.67,-22.77,-40.93,13.32,0.01,-1.01,-0.11,3.97,1.10,0.79,-4.11,-34.95,9.22
2024-11-30 20:43:17.708,0.03,-1.00,0.05,2.01,-0.12,0.67,-22.89,-40.88,13.55,0.01,-1.01,-0.11,4.33,1.04,0.98,-3.28,-34.75,9.92
2024-11-30 20:43:18.018,0.03,-1.01,0.05,1.95,-0.24,0.92,-23.14,-41.16,14.07,0.01,-1.01,-0.11,4.09,0.98,0.85,-3.61,-34.57,9.39
2024-11-30 20:43:18.333,0.02,-1.00,0.05,2.08,-0.18,0.61,-23.58,-40.87,13.95,0.01,-1.01,-0.11,4.09,0.92,0.92,-3.69,-34.23,10.18
2024-11-30 20:43:18.539,0.03,-1.00,0.05,2.01,-0.18,0.61,-23.27,-41.41,14.29,0.01,-1.01,-0.11,3.97,0.85,0.85,-3.47,-33.85,8.98
2024-11-30 20:43:18.746,0.03,-1.00,0.05,2.08,0.00,0.61,-23.22,-40.56,14.31,0.01,-1.01,-0.11,4.15,1.04,0.85,-4.02,-34.12,9.41
2024-11-30 20:43:19.052,0.02,-1.00,0.05,2.14,-0.18,0.85,-23.10,-40.87,14.62,0.01,-1.01,-0.11,4.03,0.92,0.85,-4.39,-34.58,9.52
2024-11-30 20:43:19.258,0.02,-1.00,0.05,2.20,-0.06,0.67,-23.17,-40.56,13.94,0.01,-1.01,-0.11,3.97,1.04,0.73,-3.32,-34.67,8.37
2024-11-30 20:43:19.474,0.03,-1.00,0.05,2.08,-0.37,0.79,-22.95,-41.10,13.73,0.01,-1.01,-0.11,4.21,0.92,0.85,-3.52,-34.81,9.13
2024-11-30 20:43:19.780,0.02,-1.00,0.05,2.26,-0.37,0.79,-23.52,-40.37,13.62,0.01,-1.01,-0.11,4.15,1.04,0.79,-4.27,-34.81,9.42
2024-11-30 20:43:19.986,0.02,-1.00,0.05,2.14,-0.12,0.55,-22.81,-41.17,14.14,0.01,-1.01,-0.11,4.09,1.16,0.92,-3.97,-35.12,9.97
2024-11-30 20:43:20.293,0.03,-1.00,0.05,2.20,-0.37,0.85,-23.38,-40.70,13.53,0.01,-1.01,-0.11,4.21,1.04,0.73,-3.71,-34.50,9.59
2024-11-30 20:43:20.508,0.03,-1.00,0.05,2.08,-0.24,0.73,-23.05,-40.81,13.50,0.01,-1.01,-0.11,4.15,0.98,0.85,-3.81,-34.96,9.17
2024-11-30 20:43:20.714,0.03,-1.01,0.05,2.01,-0.12,0.67,-23.27,-41.11,15.23,0.01,-1.01,-0.11,4.21,1.10,1.04,-3.63,-34.36,10.07
2024-11-30 20:43:21.021,0.03,-1.00,0.05,2.20,-0.24,0.55,-23.40,-40.80,14.16,0.01,-1.01,-0.11,4.03,1.16,0.79,-3.64,-34.89,9.09
2024-11-30 20:43:21.327,0.03,-1.00,0.05,1.95,-0.18,0.85,-23.77,-40.72,13.89,0.01,-1.01,-0.11,3.97,1.22,0.67,-3.81,-35.18,9.36
2024-11-30 20:43:21.546,0.03,-1.00,0.05,2.26,-0.18,0.67,-23.55,-41.16,14.21,0.01,-1.01,-0.11,4.09,1.16,0.79,-3.82,-34.84,10.49
2024-11-30 20:43:21.752,0.02,-1.00,0.05,2.08,-0.24,0.61,-23.11,-40.73,13.20,0.01,-1.01,-0.11,4.15,1.10,0.79,-4.03,-34.89,8.76
